trade_id,trade_date,settlement_date,settlement_cycle_days,counterparty_id,counterparty_name,counterparty_region,instrument_id,instrument_type,instrument_liquidity_score,currency,is_cross_border,is_cross_currency,trade_value_usd,ssi_mismatch_flag,counterparty_historical_fail_rate,settlement_failed
TRD0003706,2025-09-08,2025-09-09,1,CPTY0072,Henderson-Bernard,CH,ISIN000090,Money Market,0.458,EUR,1,1,6138.72,0,0.283,0
TRD0003707,2025-09-25,2025-09-27,2,CPTY0025,Wilkerson-Day,CH,ISIN000201,Equity,0.617,USD,1,0,1052816.98,0,0.178,0
TRD0003708,2025-12-18,2025-12-21,3,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000020,Corporate Bond,0.861,SGD,1,1,15378.5,0,0.082,0
TRD0003709,2025-09-21,2025-09-22,1,CPTY0038,Harrell LLC,UK,ISIN000224,Corporate Bond,0.513,GBP,1,1,201337.53,0,0.166,1
TRD0003710,2024-12-20,2024-12-21,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000241,Money Market,0.797,CHF,1,1,123443.92,0,0.097,0
TRD0003711,2025-06-13,2025-06-14,1,CPTY0020,Gray-Mayo,JP,ISIN000103,Equity,0.736,EUR,1,1,73291.85,0,0.149,0
TRD0003712,2025-04-18,2025-04-19,1,CPTY0081,Sandoval-Cunningham,JP,ISIN000085,Corporate Bond,0.754,INR,1,1,71317.21,1,0.26,1
TRD0003713,2025-05-01,2025-05-04,3,CPTY0054,Jones Inc,JP,ISIN000266,ADR,0.789,CHF,1,1,44091.87,0,0.184,0
TRD0003714,2025-06-26,2025-06-27,1,CPTY0022,Perez Inc,BR,ISIN000063,Money Market,0.85,INR,1,1,8997.31,0,0.23,0
TRD0003715,2026-02-21,2026-02-23,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000075,Government Bond,0.742,ZAR,1,1,59446.32,0,0.322,0
TRD0003716,2025-12-11,2025-12-12,1,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000039,Money Market,0.659,INR,1,1,26978.72,0,0.112,0
TRD0003717,2025-10-02,2025-10-04,2,CPTY0055,Jones-Young,UK,ISIN000219,Money Market,0.504,GBP,1,1,42467.59,0,0.206,0
TRD0003718,2025-12-20,2025-12-23,3,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000289,Equity,0.853,SGD,1,1,15992.92,0,0.059,0
TRD0003719,2025-07-25,2025-07-26,1,CPTY0008,Garcia-James,UK,ISIN000058,Money Market,0.884,AUD,1,1,27074.3,0,0.117,0
TRD0003720,2024-10-27,2024-10-30,3,CPTY0118,May-Ross,BR,ISIN000060,Corporate Bond,0.841,INR,1,1,56478.01,0,0.049,0
TRD0003721,2025-03-26,2025-03-29,3,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000085,Corporate Bond,0.754,USD,0,0,463102.38,1,0.207,0
TRD0003722,2024-07-21,2024-07-24,3,CPTY0077,Yu Inc,ZA,ISIN000282,ADR,0.83,EUR,1,1,249877.6,0,0.213,0
TRD0003723,2025-07-11,2025-07-13,2,CPTY0055,Jones-Young,UK,ISIN000267,Equity,0.87,AUD,1,1,70906.89,0,0.161,0
TRD0003724,2024-09-21,2024-09-23,2,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000179,ADR,0.821,USD,1,0,24964.78,0,0.123,0
TRD0003725,2025-02-16,2025-02-17,1,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000168,ETF,0.833,SGD,1,1,46377.84,0,0.164,0
TRD0003726,2025-05-21,2025-05-22,1,CPTY0020,Gray-Mayo,JP,ISIN000145,ETF,0.618,ZAR,1,1,23178.03,1,0.23,0
TRD0003727,2026-06-17,2026-06-19,2,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000089,Money Market,0.622,ZAR,0,1,131603.38,0,0.139,0
TRD0003728,2024-09-06,2024-09-07,1,CPTY0099,Walsh LLC,EU,ISIN000269,Government Bond,0.73,EUR,1,1,128581.15,0,0.048,0
TRD0003729,2024-09-30,2024-10-02,2,CPTY0048,Hickman Ltd,UK,ISIN000118,ETF,0.663,AUD,1,1,68217.67,0,0.179,0
TRD0003730,2026-04-08,2026-04-11,3,CPTY0067,Novak and Sons,AU,ISIN000219,Money Market,0.504,USD,1,0,757648.08,0,0.225,0
TRD0003731,2026-07-02,2026-07-04,2,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000250,Equity,0.609,AUD,1,1,91186.34,1,0.327,1
TRD0003732,2026-01-20,2026-01-21,1,CPTY0038,Harrell LLC,UK,ISIN000033,Money Market,0.949,EUR,1,1,1595245.77,0,0.149,0
TRD0003733,2024-10-20,2024-10-22,2,CPTY0061,Powell LLC,UK,ISIN000029,Equity,0.692,AUD,1,1,1370093.02,0,0.141,0
TRD0003734,2025-03-29,2025-03-31,2,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000052,Money Market,0.731,ZAR,1,1,15768.86,0,0.154,0
TRD0003735,2025-03-01,2025-03-02,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000212,Money Market,0.317,AUD,1,1,73237.64,0,0.061,0
TRD0003736,2025-03-25,2025-03-26,1,CPTY0058,Lee-Davis,SG,ISIN000151,ETF,0.658,GBP,1,1,10408.34,0,0.021,0
TRD0003737,2025-06-20,2025-06-23,3,CPTY0051,Walker LLC,CH,ISIN000142,Money Market,0.761,BRL,1,1,4843.62,0,0.102,0
TRD0003738,2026-03-03,2026-03-06,3,CPTY0043,Allen-Allen,US,ISIN000227,Government Bond,0.762,EUR,0,1,9111.25,0,0.301,0
TRD0003739,2024-12-09,2024-12-11,2,CPTY0067,Novak and Sons,AU,ISIN000265,Government Bond,0.617,JPY,1,1,10159.69,0,0.233,0
TRD0003740,2025-08-10,2025-08-11,1,CPTY0072,Henderson-Bernard,CH,ISIN000036,Corporate Bond,0.589,AUD,1,1,4784741.31,0,0.17,0
TRD0003741,2025-07-12,2025-07-13,1,CPTY0001,Doyle Ltd,US,ISIN000220,Money Market,0.556,BRL,0,1,10871.55,0,0.182,0
TRD0003742,2025-03-29,2025-03-30,1,CPTY0088,Suarez LLC,SG,ISIN000154,Equity,0.605,INR,1,1,226591.8,0,0.171,0
TRD0003743,2025-07-06,2025-07-09,3,CPTY0105,Nolan and Sons,BR,ISIN000045,Equity,0.624,ZAR,1,1,41366.38,0,0.077,0
TRD0003744,2024-09-15,2024-09-18,3,CPTY0066,Williams PLC,EU,ISIN000114,Money Market,0.872,JPY,1,1,105126.57,0,0.291,1
TRD0003745,2025-06-07,2025-06-10,3,CPTY0115,Walker Ltd,UK,ISIN000156,Money Market,0.39,JPY,1,1,198597.39,0,0.054,0
TRD0003746,2026-01-13,2026-01-14,1,CPTY0040,Ryan PLC,AU,ISIN000255,ETF,0.494,AUD,1,1,26651.33,0,0.276,1
TRD0003747,2025-12-25,2025-12-26,1,CPTY0032,"Ferrell, Rice and Maddox",EU,ISIN000091,Corporate Bond,0.741,BRL,1,1,759.13,0,0.125,0
TRD0003748,2025-06-18,2025-06-21,3,CPTY0048,Hickman Ltd,UK,ISIN000275,Government Bond,0.816,SGD,1,1,73028.11,0,0.144,0
TRD0003749,2025-03-06,2025-03-07,1,CPTY0102,"Mckee, Gardner and Davenport",IN,ISIN000063,Money Market,0.85,USD,1,0,26290.75,0,0.151,0
TRD0003750,2024-08-23,2024-08-24,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000064,Corporate Bond,0.796,AUD,1,1,329786.58,0,0.049,0
TRD0003751,2025-02-20,2025-02-21,1,CPTY0012,Arnold Ltd,US,ISIN000048,Government Bond,0.743,INR,0,1,37485.55,0,0.093,0
TRD0003752,2024-08-05,2024-08-07,2,CPTY0087,Anderson-Bailey,BR,ISIN000089,Money Market,0.622,BRL,1,1,37858.23,0,0.024,0
TRD0003753,2026-03-23,2026-03-25,2,CPTY0114,Torres-Pope,US,ISIN000113,Money Market,0.795,EUR,0,1,57834.72,0,0.385,0
TRD0003754,2026-01-05,2026-01-07,2,CPTY0009,Abbott-Munoz,CH,ISIN000159,Corporate Bond,0.977,BRL,1,1,3732.93,0,0.0,0
TRD0003755,2024-09-29,2024-10-02,3,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000194,Money Market,0.588,BRL,1,1,30504.6,0,0.144,0
TRD0003756,2024-07-19,2024-07-20,1,CPTY0096,Wagner-King,ZA,ISIN000217,ETF,0.746,INR,1,1,140815.6,0,0.0,0
TRD0003757,2026-04-22,2026-04-24,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000242,Equity,0.663,AUD,1,1,36850.22,0,0.186,0
TRD0003758,2025-03-25,2025-03-28,3,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000192,Equity,0.767,EUR,1,1,432008.75,0,0.367,0
TRD0003759,2025-11-17,2025-11-18,1,CPTY0045,Spence PLC,IN,ISIN000113,Money Market,0.795,INR,1,1,6426.55,0,0.085,0
TRD0003760,2024-09-24,2024-09-25,1,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000007,Money Market,0.954,EUR,1,1,249761.82,1,0.186,1
TRD0003761,2025-12-09,2025-12-11,2,CPTY0072,Henderson-Bernard,CH,ISIN000077,ADR,0.808,GBP,1,1,14423.2,1,0.135,1
TRD0003762,2026-03-15,2026-03-16,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000082,ETF,0.954,EUR,1,1,8497.64,0,0.271,0
TRD0003763,2024-11-06,2024-11-07,1,CPTY0104,Nolan-Flynn,CH,ISIN000280,Government Bond,0.518,GBP,1,1,49129.07,0,0.116,0
TRD0003764,2026-06-24,2026-06-25,1,CPTY0033,Frazier Inc,JP,ISIN000016,Government Bond,0.76,EUR,1,1,96706.38,0,0.264,0
TRD0003765,2026-01-28,2026-01-31,3,CPTY0012,Arnold Ltd,US,ISIN000251,Corporate Bond,0.907,GBP,0,1,78182.26,0,0.121,0
TRD0003766,2025-01-07,2025-01-09,2,CPTY0026,Baker and Sons,SG,ISIN000104,Money Market,0.671,GBP,1,1,74037.29,0,0.116,0
TRD0003767,2025-08-06,2025-08-07,1,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000164,Corporate Bond,0.817,BRL,1,1,3953.94,0,0.221,0
TRD0003768,2024-11-14,2024-11-17,3,CPTY0070,Gray Group,SG,ISIN000162,ETF,0.89,USD,1,0,131308.44,0,0.045,0
TRD0003769,2025-09-03,2025-09-04,1,CPTY0095,Harris-Walters,BR,ISIN000205,Equity,0.655,SGD,1,1,65300.06,1,0.188,1
TRD0003770,2024-11-03,2024-11-06,3,CPTY0045,Spence PLC,IN,ISIN000168,ETF,0.833,BRL,1,1,92020.67,0,0.186,0
TRD0003771,2025-03-16,2025-03-17,1,CPTY0078,Jones Inc,BR,ISIN000188,Money Market,0.871,INR,1,1,3628.76,0,0.01,0
TRD0003772,2025-09-09,2025-09-10,1,CPTY0068,Russell Group,AU,ISIN000036,Corporate Bond,0.589,SGD,1,1,11484.82,0,0.035,0
TRD0003773,2025-05-29,2025-05-31,2,CPTY0015,Galloway-Wyatt,JP,ISIN000183,Government Bond,0.556,USD,1,0,20184.69,1,0.164,1
TRD0003774,2025-06-25,2025-06-26,1,CPTY0087,Anderson-Bailey,BR,ISIN000287,Government Bond,0.674,JPY,1,1,2010.75,0,0.179,1
TRD0003775,2024-12-29,2024-12-30,1,CPTY0012,Arnold Ltd,US,ISIN000002,ETF,0.83,USD,0,0,236351.18,0,0.069,0
TRD0003776,2026-03-13,2026-03-14,1,CPTY0002,"Mcclain, Miller and Henderson",SG,ISIN000063,Money Market,0.85,BRL,1,1,27944.07,0,0.244,0
TRD0003777,2025-05-12,2025-05-15,3,CPTY0036,Smith-Bowen,UK,ISIN000223,Government Bond,0.727,AUD,1,1,557706.5,0,0.121,1
TRD0003778,2025-11-03,2025-11-05,2,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000216,Equity,0.458,ZAR,1,1,28618.73,0,0.12,0
TRD0003779,2024-11-22,2024-11-23,1,CPTY0000,"Rodriguez, Figueroa and Sanchez",UK,ISIN000123,ETF,0.479,AUD,1,1,121457.85,0,0.154,0
TRD0003780,2024-11-23,2024-11-25,2,CPTY0085,Smith PLC,US,ISIN000139,Corporate Bond,0.747,ZAR,0,1,89328.37,0,0.099,0
TRD0003781,2025-11-11,2025-11-14,3,CPTY0010,Blair PLC,BR,ISIN000148,ETF,0.927,BRL,1,1,200380.41,0,0.0,0
TRD0003782,2025-11-24,2025-11-26,2,CPTY0038,Harrell LLC,UK,ISIN000178,ADR,0.602,INR,1,1,51549.01,0,0.089,0
TRD0003783,2025-06-02,2025-06-04,2,CPTY0042,Rodriguez LLC,SG,ISIN000246,Money Market,0.759,CHF,1,1,2419.52,1,0.0,1
TRD0003784,2025-05-05,2025-05-07,2,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000298,Government Bond,0.721,GBP,1,1,839872.46,0,0.155,0
TRD0003785,2024-07-24,2024-07-25,1,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000097,ADR,0.832,GBP,1,1,104124.27,0,0.179,0
TRD0003786,2026-01-25,2026-01-26,1,CPTY0042,Rodriguez LLC,SG,ISIN000276,Government Bond,0.615,JPY,1,1,820737.47,0,0.106,0
TRD0003787,2025-10-21,2025-10-23,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000089,Money Market,0.622,AUD,1,1,138640.35,0,0.075,0
TRD0003788,2026-05-18,2026-05-19,1,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000282,ADR,0.83,USD,1,0,8505.76,0,0.278,0
TRD0003789,2024-12-02,2024-12-03,1,CPTY0017,"Flowers, Martin and Kelly",CH,ISIN000102,Government Bond,0.564,AUD,1,1,108227.16,0,0.199,0
TRD0003790,2025-06-16,2025-06-17,1,CPTY0067,Novak and Sons,AU,ISIN000078,ADR,0.758,INR,1,1,55052.76,0,0.165,0
TRD0003791,2025-10-04,2025-10-05,1,CPTY0089,Moore-Bass,UK,ISIN000063,Money Market,0.85,ZAR,1,1,169769.97,0,0.124,0
TRD0003792,2025-05-31,2025-06-01,1,CPTY0099,Walsh LLC,EU,ISIN000296,Corporate Bond,0.886,BRL,1,1,15855.46,0,0.049,0
TRD0003793,2025-04-30,2025-05-01,1,CPTY0073,"Stanley, Tucker and Lee",EU,ISIN000107,ADR,0.819,GBP,1,1,373947.03,0,0.0,0
TRD0003794,2024-07-05,2024-07-06,1,CPTY0046,Anderson Group,UK,ISIN000046,Equity,0.757,GBP,1,1,55043.48,0,0.155,0
TRD0003795,2025-12-31,2026-01-01,1,CPTY0077,Yu Inc,ZA,ISIN000200,Money Market,0.562,JPY,1,1,2663.74,0,0.235,0
TRD0003796,2024-12-15,2024-12-16,1,CPTY0067,Novak and Sons,AU,ISIN000066,Money Market,0.57,USD,1,0,120022.83,1,0.158,0
TRD0003797,2024-12-08,2024-12-09,1,CPTY0043,Allen-Allen,US,ISIN000289,Equity,0.853,ZAR,0,1,49914.94,0,0.198,0
TRD0003798,2025-02-03,2025-02-04,1,CPTY0077,Yu Inc,ZA,ISIN000261,Money Market,0.63,INR,1,1,20093.07,0,0.137,0
TRD0003799,2026-02-06,2026-02-07,1,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000234,Government Bond,0.413,AUD,1,1,22480.41,0,0.332,0
TRD0003800,2025-12-30,2025-12-31,1,CPTY0025,Wilkerson-Day,CH,ISIN000245,Corporate Bond,0.429,JPY,1,1,865989.07,0,0.114,0
TRD0003801,2026-03-22,2026-03-24,2,CPTY0023,Morales-Jones,JP,ISIN000286,ETF,0.677,USD,1,0,16736.04,0,0.146,0
TRD0003802,2026-03-12,2026-03-15,3,CPTY0037,"Baker, Mason and White",BR,ISIN000295,Government Bond,0.806,AUD,1,1,170791.14,0,0.121,0
TRD0003803,2024-08-19,2024-08-20,1,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000256,Money Market,0.693,GBP,1,1,304511.71,0,0.134,0
TRD0003804,2025-09-23,2025-09-24,1,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000211,Corporate Bond,0.901,INR,1,1,256335.26,0,0.058,0
TRD0003805,2024-09-19,2024-09-21,2,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000245,Corporate Bond,0.429,GBP,1,1,245701.77,0,0.195,0
TRD0003806,2026-03-14,2026-03-16,2,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000129,Equity,0.837,CHF,1,1,1262221.43,0,0.131,0
TRD0003807,2026-05-10,2026-05-11,1,CPTY0006,Blake and Sons,UK,ISIN000182,Corporate Bond,0.742,USD,1,0,26776.41,0,0.138,1
TRD0003808,2025-08-23,2025-08-25,2,CPTY0049,"Harris, Collins and Carney",IN,ISIN000063,Money Market,0.85,INR,1,1,29735.87,0,0.257,0
TRD0003809,2024-11-24,2024-11-25,1,CPTY0073,"Stanley, Tucker and Lee",EU,ISIN000224,Corporate Bond,0.513,INR,1,1,131159.69,0,0.106,0
TRD0003810,2025-04-12,2025-04-13,1,CPTY0107,Dickson-Brady,BR,ISIN000102,Government Bond,0.564,GBP,1,1,42977.41,0,0.217,1
TRD0003811,2025-03-12,2025-03-13,1,CPTY0036,Smith-Bowen,UK,ISIN000292,Government Bond,0.746,BRL,1,1,43109.37,0,0.229,0
TRD0003812,2024-12-02,2024-12-04,2,CPTY0077,Yu Inc,ZA,ISIN000151,ETF,0.658,AUD,1,1,185385.66,0,0.28,0
TRD0003813,2025-06-22,2025-06-25,3,CPTY0116,Ross LLC,EU,ISIN000110,Money Market,0.51,CHF,1,1,13662.4,0,0.379,1
TRD0003814,2024-09-28,2024-09-30,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000247,Government Bond,0.713,CHF,1,1,41978.0,0,0.216,0
TRD0003815,2025-01-21,2025-01-23,2,CPTY0032,"Ferrell, Rice and Maddox",EU,ISIN000164,Corporate Bond,0.817,GBP,1,1,818.94,0,0.125,0
TRD0003816,2025-12-04,2025-12-06,2,CPTY0014,Williams and Sons,JP,ISIN000090,Money Market,0.458,INR,1,1,27843.48,0,0.211,0
TRD0003817,2026-05-03,2026-05-04,1,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000278,Corporate Bond,0.715,EUR,1,1,200487.39,1,0.183,1
TRD0003818,2025-07-17,2025-07-20,3,CPTY0070,Gray Group,SG,ISIN000026,Money Market,0.941,INR,1,1,286712.63,0,0.073,0
TRD0003819,2025-08-15,2025-08-16,1,CPTY0097,Davis Group,EU,ISIN000029,Equity,0.692,GBP,1,1,31816.06,0,0.03,0
TRD0003820,2025-11-10,2025-11-13,3,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000049,Corporate Bond,0.91,BRL,1,1,59509.01,0,0.188,0
TRD0003821,2025-03-02,2025-03-03,1,CPTY0038,Harrell LLC,UK,ISIN000053,Equity,0.501,CHF,1,1,29713.09,0,0.115,0
TRD0003822,2025-10-08,2025-10-09,1,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000111,Corporate Bond,0.409,SGD,1,1,10460.25,0,0.314,1
TRD0003823,2025-04-29,2025-05-01,2,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000281,Corporate Bond,0.785,JPY,1,1,100076.53,0,0.116,0
TRD0003824,2025-10-19,2025-10-21,2,CPTY0070,Gray Group,SG,ISIN000117,ETF,0.858,AUD,1,1,272278.0,0,0.0,0
TRD0003825,2025-05-02,2025-05-03,1,CPTY0030,Burton Ltd,AU,ISIN000059,Corporate Bond,0.551,AUD,1,1,338024.82,0,0.147,1
TRD0003826,2025-09-30,2025-10-01,1,CPTY0023,Morales-Jones,JP,ISIN000279,ADR,0.64,ZAR,1,1,38288.64,0,0.186,1
TRD0003827,2024-09-28,2024-10-01,3,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000191,Government Bond,0.761,JPY,1,1,87747.1,1,0.0,0
TRD0003828,2025-03-29,2025-03-31,2,CPTY0063,"West, Henderson and Ramirez",SG,ISIN000187,ADR,0.766,BRL,1,1,52356.56,0,0.171,0
TRD0003829,2025-04-01,2025-04-02,1,CPTY0108,Hancock and Sons,AU,ISIN000174,ETF,0.805,CHF,1,1,53169.87,0,0.206,0
TRD0003830,2026-04-19,2026-04-20,1,CPTY0067,Novak and Sons,AU,ISIN000060,Corporate Bond,0.841,USD,1,0,12842.08,0,0.212,0
TRD0003831,2025-06-22,2025-06-23,1,CPTY0043,Allen-Allen,US,ISIN000004,ETF,0.6,BRL,0,1,5127.25,0,0.354,1
TRD0003832,2025-10-24,2025-10-26,2,CPTY0072,Henderson-Bernard,CH,ISIN000247,Government Bond,0.713,EUR,1,1,276009.05,0,0.194,0
TRD0003833,2024-11-13,2024-11-15,2,CPTY0062,Wright and Sons,BR,ISIN000091,Corporate Bond,0.741,SGD,1,1,134829.83,0,0.175,0
TRD0003834,2026-03-26,2026-03-27,1,CPTY0026,Baker and Sons,SG,ISIN000294,Equity,0.842,INR,1,1,272906.92,0,0.099,0
TRD0003835,2025-12-07,2025-12-08,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000258,Government Bond,0.682,ZAR,1,1,74387.62,0,0.232,0
TRD0003836,2026-01-01,2026-01-03,2,CPTY0097,Davis Group,EU,ISIN000155,ADR,0.649,BRL,1,1,123442.33,0,0.043,0
TRD0003837,2026-03-15,2026-03-16,1,CPTY0066,Williams PLC,EU,ISIN000004,ETF,0.6,AUD,1,1,147421.06,0,0.304,0
TRD0003838,2025-02-18,2025-02-20,2,CPTY0079,"Hensley, Powell and David",SG,ISIN000274,Corporate Bond,0.917,GBP,1,1,754051.2,0,0.11,0
TRD0003839,2026-06-15,2026-06-18,3,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000035,Corporate Bond,0.667,SGD,1,1,46042.56,0,0.231,0
TRD0003840,2025-10-22,2025-10-23,1,CPTY0078,Jones Inc,BR,ISIN000229,Government Bond,0.395,SGD,1,1,13440.44,0,0.068,0
TRD0003841,2025-10-03,2025-10-04,1,CPTY0055,Jones-Young,UK,ISIN000284,Government Bond,0.759,USD,1,0,54139.81,0,0.182,0
TRD0003842,2024-09-05,2024-09-06,1,CPTY0022,Perez Inc,BR,ISIN000023,ADR,0.752,AUD,1,1,23794.47,1,0.366,1
TRD0003843,2025-12-06,2025-12-07,1,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000033,Money Market,0.949,CHF,1,1,6912.64,0,0.084,0
TRD0003844,2024-10-14,2024-10-16,2,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000297,ADR,0.544,BRL,1,1,82896.69,0,0.159,0
TRD0003845,2025-03-02,2025-03-03,1,CPTY0004,"Guzman, Hoffman and Baldwin",JP,ISIN000230,ETF,0.557,JPY,1,1,257428.39,0,0.009,0
TRD0003846,2024-10-01,2024-10-04,3,CPTY0074,Novak PLC,IN,ISIN000090,Money Market,0.458,INR,1,1,15007.72,0,0.111,0
TRD0003847,2025-01-03,2025-01-06,3,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000016,Government Bond,0.76,SGD,1,1,18829.2,0,0.092,0
TRD0003848,2025-02-24,2025-02-26,2,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000233,ADR,0.936,CHF,1,1,103807.75,0,0.08,0
TRD0003849,2024-09-30,2024-10-01,1,CPTY0001,Doyle Ltd,US,ISIN000179,ADR,0.821,SGD,0,1,6667.41,0,0.247,0
TRD0003850,2024-11-21,2024-11-24,3,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000097,ADR,0.832,SGD,1,1,13341.76,0,0.27,0
TRD0003851,2025-04-17,2025-04-18,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000159,Corporate Bond,0.977,ZAR,1,1,83692.24,0,0.13,0
TRD0003852,2025-12-22,2025-12-24,2,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000152,Money Market,0.362,EUR,0,1,27544.36,0,0.24,0
TRD0003853,2024-10-19,2024-10-20,1,CPTY0045,Spence PLC,IN,ISIN000243,Equity,0.87,JPY,1,1,2608.05,1,0.129,1
TRD0003854,2025-08-02,2025-08-03,1,CPTY0067,Novak and Sons,AU,ISIN000109,Corporate Bond,0.757,INR,1,1,335521.01,0,0.107,0
TRD0003855,2025-04-29,2025-05-01,2,CPTY0040,Ryan PLC,AU,ISIN000073,Corporate Bond,0.773,AUD,1,1,97322.96,1,0.395,1
TRD0003856,2025-05-22,2025-05-23,1,CPTY0116,Ross LLC,EU,ISIN000030,ADR,0.743,ZAR,1,1,43589.85,1,0.361,1
TRD0003857,2025-10-08,2025-10-10,2,CPTY0037,"Baker, Mason and White",BR,ISIN000025,Government Bond,0.659,EUR,1,1,60029.39,0,0.0,0
TRD0003858,2024-10-17,2024-10-18,1,CPTY0010,Blair PLC,BR,ISIN000065,Government Bond,0.639,SGD,1,1,68984.56,0,0.0,0
TRD0003859,2025-09-21,2025-09-24,3,CPTY0016,James Group,IN,ISIN000192,Equity,0.767,CHF,1,1,138904.33,0,0.168,0
TRD0003860,2025-04-26,2025-04-28,2,CPTY0009,Abbott-Munoz,CH,ISIN000021,ETF,0.884,GBP,1,1,25639.98,0,0.084,0
TRD0003861,2025-05-26,2025-05-28,2,CPTY0058,Lee-Davis,SG,ISIN000084,Corporate Bond,0.899,INR,1,1,37440.38,0,0.015,0
TRD0003862,2024-11-23,2024-11-26,3,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000013,Money Market,0.871,ZAR,1,1,1211010.54,0,0.212,0
TRD0003863,2025-07-15,2025-07-16,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000162,ETF,0.89,JPY,1,1,124163.26,0,0.075,1
TRD0003864,2025-11-07,2025-11-08,1,CPTY0081,Sandoval-Cunningham,JP,ISIN000155,ADR,0.649,SGD,1,1,8701.69,0,0.39,0
TRD0003865,2025-08-23,2025-08-24,1,CPTY0105,Nolan and Sons,BR,ISIN000293,Equity,0.891,BRL,1,1,380742.78,0,0.0,0
TRD0003866,2025-12-22,2025-12-24,2,CPTY0045,Spence PLC,IN,ISIN000247,Government Bond,0.713,USD,1,0,900919.69,0,0.096,0
TRD0003867,2026-06-15,2026-06-16,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000010,ADR,0.884,ZAR,1,1,4321.65,0,0.092,0
TRD0003868,2025-11-15,2025-11-16,1,CPTY0074,Novak PLC,IN,ISIN000182,Corporate Bond,0.742,INR,1,1,6854.2,0,0.069,0
TRD0003869,2026-06-24,2026-06-26,2,CPTY0045,Spence PLC,IN,ISIN000293,Equity,0.891,INR,1,1,39768.15,0,0.232,0
TRD0003870,2024-11-13,2024-11-14,1,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000101,Equity,0.577,USD,0,0,64252.2,0,0.242,0
TRD0003871,2025-09-06,2025-09-07,1,CPTY0031,Carlson-Cruz,SG,ISIN000198,Corporate Bond,0.768,GBP,1,1,4064.41,0,0.104,0
TRD0003872,2024-11-08,2024-11-09,1,CPTY0008,Garcia-James,UK,ISIN000020,Corporate Bond,0.861,CHF,1,1,34361.55,0,0.064,0
TRD0003873,2025-07-17,2025-07-20,3,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000014,Government Bond,0.858,INR,1,1,47359.32,0,0.041,0
TRD0003874,2025-02-11,2025-02-12,1,CPTY0006,Blake and Sons,UK,ISIN000020,Corporate Bond,0.861,CHF,1,1,69577.67,0,0.106,0
TRD0003875,2024-10-18,2024-10-20,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000053,Equity,0.501,GBP,1,1,880029.55,0,0.104,0
TRD0003876,2024-11-24,2024-11-26,2,CPTY0052,Chapman and Sons,AU,ISIN000289,Equity,0.853,JPY,1,1,89247.42,0,0.258,0
